transaction_id,customer_id,payment_method,amount,promo_id,time_id
1444,888,Cash,5178.53,P02,87
1445,778,Cash,24097.84,,193
1446,916,Credit Card,36830.35,P01,157
1447,529,Cash,24250.89,,343
1448,926,Cash,25027.87,,306
1449,314,E-Wallet,12301.3,P02,268
1450,388,Cash,12529.72,P02,295
1451,489,Cash,38792.63,,5
1452,505,E-Wallet,29461.22,P01,346
1453,67,Cash,38724.55,P01,5
1454,469,Credit Card,22236.88,P02,258
1455,531,Credit Card,30998.6,P01,255
1456,676,E-Wallet,40755.16,,66
1457,97,E-Wallet,32247.11,,333
1458,931,Credit Card,34893.28,P01,344
1459,1000,Cash,6299.01,P01,8
1460,970,Credit Card,15903.81,P01,70
1461,325,E-Wallet,21967.97,P01,97
1462,976,E-Wallet,36403.48,,81
1463,27,Credit Card,13963.91,P01,140
1464,298,E-Wallet,26244.63,P02,254
1465,958,Cash,14443.31,P01,343
1466,294,Cash,17128.41,P01,355
1467,904,Cash,6166.83,P02,98
1468,920,Cash,34486.75,P02,99
1469,184,Credit Card,43480.78,,224
1470,333,Cash,14321.43,,186
1471,58,Cash,48037.41,P02,251
1472,568,Credit Card,8087.13,P02,343
1473,723,E-Wallet,13074.5,P02,90
1474,557,Credit Card,22009.48,P02,339
1475,775,Cash,21958.07,P02,275
1476,522,Cash,5669.37,P02,108
1477,215,Cash,20208.81,,214
1478,439,Cash,10118.05,P01,215
1479,158,Credit Card,48121.03,P02,144
1480,980,E-Wallet,12385.21,,97
1481,864,E-Wallet,24627.65,P01,216
1482,467,Credit Card,29806.22,,96
1483,78,Cash,30755.21,,256
1484,850,E-Wallet,38587.44,P02,259
1485,997,E-Wallet,41858.7,P01,103
1486,547,Credit Card,22187.18,P01,185
1487,912,E-Wallet,12514.35,P01,256
1488,606,Credit Card,37351.47,,271
1489,206,Credit Card,20829.09,P01,144
1490,92,Credit Card,33408.68,P02,35
1491,311,Cash,22273.07,,62
1492,139,Credit Card,37963.09,P01,10
1493,496,Cash,31917.95,P02,349
1494,717,E-Wallet,8662.26,,241
1495,564,Cash,24389.03,P02,138
1496,675,Credit Card,8738.59,,197
1497,465,E-Wallet,25396.17,P02,292
1498,793,Cash,41831.69,,202
1499,17,E-Wallet,35230.84,P01,278
1500,697,Cash,27514.7,P01,329
1501,836,Credit Card,10920.39,P01,110
1502,201,Cash,15810.49,,255
1503,475,Credit Card,44186.97,,292
1504,474,Credit Card,24143.98,P01,338
1505,99,Credit Card,46143.88,P01,238
1506,453,Credit Card,10487.64,P01,197
1507,396,Cash,5063.91,,98
1508,947,Cash,20246.08,,242
1509,976,Credit Card,30878.64,,349
1510,123,E-Wallet,18562.07,P02,192
1511,719,Credit Card,49424.59,P01,63
1512,358,E-Wallet,42053.48,,337
1513,427,Cash,7062.13,P01,148
1514,772,Credit Card,21799.18,P01,360
1515,730,E-Wallet,39463.54,,311
1516,617,E-Wallet,27318.4,P02,307
1517,420,E-Wallet,9587.94,P01,322
1518,270,E-Wallet,19971.42,,130
1519,383,Credit Card,27621.73,P01,106
1520,562,E-Wallet,31424.7,,351
1521,742,Credit Card,47566.4,P02,245
1522,719,E-Wallet,29174.54,P01,23
1523,889,Cash,46217.93,P02,5
1524,715,E-Wallet,18279.31,,302
1525,826,Cash,35787.26,P02,192
1526,622,Cash,39955.94,,340
1527,856,Credit Card,46819.75,P02,361
1528,508,Cash,8816.51,P01,140
1529,390,Credit Card,39716.21,P01,302
1530,702,E-Wallet,11190.1,,86
1531,937,Credit Card,27838.73,P02,49
1532,566,Cash,28048.31,P02,277
1533,101,Credit Card,6044.0,P01,300
1534,743,Cash,5313.23,P02,358
1535,768,Cash,21478.04,P01,102
1536,83,E-Wallet,40005.31,P02,131
1537,512,Cash,32467.63,P02,193
1538,355,Credit Card,20265.3,P01,319
1539,334,Cash,5991.91,P01,78
1540,531,Cash,7706.11,,35
1541,635,E-Wallet,23621.98,P01,100
1542,498,E-Wallet,19785.73,,279
1543,785,Credit Card,43039.21,P01,56
1544,888,E-Wallet,35297.95,P02,293
1545,296,Credit Card,21234.0,,37
1546,178,E-Wallet,46320.7,P01,142
1547,516,E-Wallet,12165.0,,253
1548,604,Credit Card,21281.74,P02,254
1549,403,E-Wallet,17736.11,P01,91
1550,400,Credit Card,27750.61,P01,134
1551,820,E-Wallet,40250.97,,293
1552,836,E-Wallet,18534.69,P02,88
1553,24,E-Wallet,18961.14,P02,340
1554,286,E-Wallet,25705.49,,237
1555,546,E-Wallet,37030.93,,213
1556,425,E-Wallet,5799.71,,97
1557,67,Cash,21846.71,P02,86
1558,490,Credit Card,44107.22,P02,12
1559,326,E-Wallet,16950.97,,248
1560,844,Credit Card,12665.03,,224
1561,534,Cash,40242.78,P02,77
1562,174,Credit Card,14464.9,,171
1563,400,E-Wallet,27638.8,P02,155
1564,929,Cash,24399.59,,264
1565,837,Cash,17612.42,,115
1566,824,Credit Card,7465.4,P01,231
1567,144,Credit Card,48011.46,P02,346
1568,370,Credit Card,23360.45,P02,103
1569,42,Credit Card,13053.95,,196
1570,90,Credit Card,12852.75,P02,140
1571,144,Cash,13708.63,P02,151
1572,980,E-Wallet,40423.48,,163
1573,335,E-Wallet,30887.6,,310
1574,142,Credit Card,30788.61,P01,271
1575,64,Cash,11313.95,P01,140
1576,962,E-Wallet,35855.8,P01,230
1577,70,E-Wallet,26260.27,P01,57
1578,561,E-Wallet,39267.14,P01,147
1579,813,E-Wallet,47794.15,P02,315
1580,294,E-Wallet,42432.55,P01,151
1581,93,E-Wallet,13890.31,,363
1582,590,E-Wallet,49604.58,P02,89
1583,513,E-Wallet,32528.61,,120
1584,556,E-Wallet,14073.58,,64
1585,537,Cash,34542.72,P02,82
1586,380,Cash,34040.53,,291
1587,211,Credit Card,48378.47,,306
1588,433,E-Wallet,42067.36,,48
1589,99,Credit Card,43709.53,,182
1590,461,Cash,45028.29,,135
1591,501,E-Wallet,7436.88,P01,93
1592,777,Cash,25505.88,P01,235
1593,752,E-Wallet,25511.69,P02,109
1594,533,E-Wallet,45805.5,P02,99
1595,989,E-Wallet,49038.78,,133
1596,345,Credit Card,13564.97,P02,143
1597,760,E-Wallet,12737.83,P02,264
1598,555,Credit Card,7665.68,,309
1599,88,Credit Card,39819.16,P02,316
1600,671,Cash,16697.06,P01,103
1601,574,Cash,13697.06,,185
1602,711,Cash,30243.58,P01,205
1603,2,E-Wallet,18237.03,,90
1604,801,E-Wallet,24008.54,P01,128
1605,536,E-Wallet,29515.37,,352
1606,356,Credit Card,37353.7,P01,142
1607,621,Credit Card,10245.64,P02,158
1608,831,Credit Card,33021.68,P02,129
1609,607,Cash,39628.07,P01,193
1610,732,E-Wallet,8954.71,P01,300
1611,774,Credit Card,33102.92,,202
1612,227,Cash,13371.37,P02,245
1613,444,Cash,36778.91,P01,63
1614,287,Credit Card,46035.09,P02,230
1615,371,E-Wallet,25868.59,P01,244
1616,558,E-Wallet,36750.42,,251
1617,640,Cash,19985.6,P01,116
1618,398,E-Wallet,12625.21,,90
1619,231,Cash,29382.63,,200
1620,105,Cash,43893.92,P01,199
1621,796,E-Wallet,22395.71,P02,260
1622,190,Credit Card,31419.63,P01,229
1623,672,Cash,15989.98,,94
1624,862,Credit Card,30932.82,P02,350
1625,719,E-Wallet,42325.75,P02,364
1626,761,E-Wallet,10764.99,P02,255
1627,765,E-Wallet,30258.03,P02,352
1628,892,E-Wallet,46249.56,P01,318
1629,414,Credit Card,38721.11,,72
1630,34,Cash,19703.64,P01,211
1631,775,E-Wallet,46866.23,P02,359
1632,870,Cash,31954.58,,102
1633,715,Cash,25059.27,P02,281
1634,884,E-Wallet,32357.15,,246
1635,81,E-Wallet,28842.81,,39
1636,289,Cash,15950.02,P01,336
1637,710,E-Wallet,16284.09,P01,172
1638,800,Credit Card,8604.89,,179
1639,316,Cash,42141.24,,46
1640,338,Credit Card,15545.91,P02,140
1641,527,E-Wallet,39899.14,,40
1642,264,Credit Card,48956.46,P02,127
1643,109,Credit Card,43425.5,P02,211
1644,1,E-Wallet,23482.65,,3
1645,486,E-Wallet,40717.89,,298
1646,859,Credit Card,46583.98,P02,320
1647,440,E-Wallet,11296.69,,121
1648,148,E-Wallet,25073.03,P02,41
1649,125,Credit Card,22291.45,P01,305
1650,931,Cash,29033.14,P01,286
1651,84,Credit Card,42618.88,P01,276
1652,63,E-Wallet,44955.14,P01,199
1653,145,E-Wallet,31360.58,P01,157
1654,945,Cash,39469.07,P01,205
1655,769,E-Wallet,6785.47,P01,364
1656,24,Credit Card,23964.15,,201
1657,50,E-Wallet,16229.87,P01,49
1658,773,Credit Card,26480.14,P02,259
1659,486,Credit Card,31631.82,P02,65
1660,243,Credit Card,43722.27,P01,18
1661,41,Cash,29063.5,,95
1662,367,Credit Card,13231.66,P02,288
1663,948,Cash,43686.59,P01,78
1664,971,E-Wallet,13339.1,,272
1665,418,E-Wallet,41936.43,P01,150
1666,238,Cash,25233.2,P01,106
1667,495,Credit Card,37533.38,P02,182
1668,650,Cash,42438.83,P01,158
1669,691,Credit Card,11208.7,P01,77
1670,179,Cash,5585.38,P01,112
1671,613,E-Wallet,16395.45,P01,276
1672,59,Cash,26888.54,,53
1673,520,Credit Card,34015.26,P02,132
1674,378,Cash,22617.79,P02,155
1675,739,Credit Card,21748.32,P02,204
1676,112,E-Wallet,45212.64,P02,328
1677,417,Cash,31407.15,P02,346
1678,464,E-Wallet,43510.83,P02,70
1679,957,Credit Card,19316.58,P01,132
1680,688,E-Wallet,9810.66,,110
1681,790,E-Wallet,8561.63,P02,116
1682,518,Credit Card,38655.6,,79
1683,898,Cash,42148.11,P01,355
1684,421,Credit Card,41063.22,P02,289
1685,964,E-Wallet,17668.22,,264
1686,162,E-Wallet,26113.84,,287
1687,352,Cash,24875.95,P01,302
1688,81,Credit Card,32229.11,,283
1689,921,E-Wallet,7853.44,P01,319
1690,336,Cash,16835.52,,98
1691,362,E-Wallet,43346.19,P02,74
1692,74,Cash,28538.39,P01,47
1693,74,E-Wallet,36323.68,,209
1694,57,E-Wallet,10117.37,,139
1695,368,E-Wallet,12811.01,P01,250
1696,304,Cash,6723.08,,101
1697,165,E-Wallet,49812.91,,257
1698,211,Credit Card,37526.65,,221
1699,241,E-Wallet,16098.95,P02,351
1700,499,Credit Card,28159.43,P02,219
1701,372,E-Wallet,41007.66,P01,79
1702,919,E-Wallet,33048.24,P01,96
1703,919,Credit Card,29592.28,P02,354
1704,689,E-Wallet,33358.06,P01,345
1705,313,Credit Card,32651.93,P01,148
1706,462,Credit Card,38635.43,P02,359
1707,849,E-Wallet,34309.48,,84
1708,574,Credit Card,23823.52,P01,262
1709,693,E-Wallet,6321.14,P02,121
1710,711,E-Wallet,22627.24,,233
1711,211,Credit Card,48173.06,P02,130
1712,204,E-Wallet,46883.67,P01,186
1713,671,Credit Card,37281.27,P01,48
1714,160,E-Wallet,8535.85,,289
1715,222,Cash,41186.66,P02,173
1716,625,Cash,30576.58,P02,268
1717,472,Cash,12851.1,P02,161
1718,421,E-Wallet,27754.75,P01,164
1719,851,E-Wallet,12916.57,P02,56
1720,779,Credit Card,15663.85,P01,274
1721,933,Cash,5885.92,,282
1722,113,E-Wallet,33353.72,P02,353
1723,900,Cash,19936.14,,357
1724,719,E-Wallet,25861.74,P02,361
1725,251,Cash,27816.07,P01,116
1726,182,Cash,37255.5,P02,285
1727,995,Cash,11232.28,P02,287
1728,913,Cash,32208.73,P02,208
1729,571,E-Wallet,30609.92,,200
1730,860,E-Wallet,46914.2,P01,246
1731,810,Credit Card,12130.75,,358
1732,616,E-Wallet,48793.18,P02,304
1733,225,Credit Card,48317.73,P02,250
1734,476,E-Wallet,48063.34,,131
1735,295,E-Wallet,35807.24,P01,77
1736,484,Cash,21431.19,P01,177
1737,749,E-Wallet,18338.05,P02,217
1738,261,Cash,19971.86,P01,357
1739,800,Cash,26566.14,P02,293
1740,367,Cash,9486.85,P01,355
1741,215,Cash,31756.83,P02,291
1742,556,Cash,41185.04,P01,273
1743,114,Credit Card,17172.46,,186
1744,806,Credit Card,42875.5,P01,270
1745,991,E-Wallet,33626.28,,1
1746,875,E-Wallet,11415.34,P02,107
1747,889,Credit Card,5086.76,P02,279
1748,635,E-Wallet,42292.7,,244
1749,23,Credit Card,12793.42,P02,132
1750,120,E-Wallet,37975.93,,169
1751,61,E-Wallet,14253.49,P01,65
1752,801,E-Wallet,46565.08,,217
1753,281,E-Wallet,20336.32,P01,364
1754,574,E-Wallet,38994.09,,229
1755,820,Cash,24330.31,P01,19
1756,549,E-Wallet,19456.4,P01,220
1757,758,Cash,35015.49,P01,162
1758,601,Credit Card,8642.44,P02,333
1759,938,E-Wallet,35930.85,P02,351
1760,316,Cash,36434.09,P01,266
1761,774,E-Wallet,15206.78,P02,141
1762,782,Credit Card,37181.02,,171
1763,80,E-Wallet,30414.09,,297
1764,318,Credit Card,29585.1,P01,216
1765,249,Credit Card,29487.86,,27
1766,71,E-Wallet,7708.7,P02,326
1767,392,E-Wallet,7482.4,P01,111
1768,872,Credit Card,49163.46,P01,66
1769,316,Credit Card,15831.86,P02,283
1770,85,Credit Card,23898.9,,345
1771,248,E-Wallet,38357.7,,327
1772,314,Cash,7456.48,,81
1773,804,Cash,13160.52,P01,246
1774,687,E-Wallet,39948.01,P02,191
1775,578,Credit Card,9353.43,P02,246
1776,270,Credit Card,25227.67,P01,190
1777,357,Cash,18204.27,P01,250
1778,828,E-Wallet,32316.92,P01,15
1779,188,E-Wallet,30343.8,P01,273
1780,602,Cash,20113.2,,91
1781,863,Credit Card,42897.31,P02,49
1782,839,Credit Card,32328.45,P02,134
1783,649,E-Wallet,34846.57,,275
1784,766,Credit Card,22325.29,P02,192
1785,131,E-Wallet,40460.49,P02,77
1786,891,E-Wallet,47248.56,P01,329
1787,679,Cash,30945.54,,168
1788,857,E-Wallet,5079.14,P02,151
1789,956,E-Wallet,6958.22,,291
1790,337,Cash,11913.11,P01,90
1791,475,E-Wallet,22242.27,P02,52
1792,822,E-Wallet,11717.36,P02,32
1793,211,Credit Card,40493.51,P01,121
1794,563,E-Wallet,43255.83,,333
1795,199,Credit Card,10908.71,P01,3
1796,36,Credit Card,27589.89,,36
1797,555,Cash,30653.97,P02,48
1798,914,Cash,43622.28,P02,150
1799,147,Cash,38258.53,,239
1800,24,Credit Card,14570.49,,139
1801,546,E-Wallet,7822.52,P01,4
1802,917,E-Wallet,14224.53,P02,95
1803,199,E-Wallet,21406.49,P01,224
1804,594,E-Wallet,48984.32,,356
1805,146,Cash,48322.34,,274
1806,354,Credit Card,15466.52,P02,137
1807,73,E-Wallet,45496.87,P01,348
1808,439,E-Wallet,28053.84,P02,37
1809,838,E-Wallet,27590.08,,280
1810,988,Credit Card,12822.34,,29
1811,671,E-Wallet,37183.11,,15
1812,859,Credit Card,11884.07,P01,333
1813,126,Credit Card,20340.15,P01,230
1814,948,Cash,15792.05,,68
1815,840,Credit Card,13230.4,P02,202
1816,86,Cash,11166.15,P01,364
1817,894,E-Wallet,40438.31,P01,93
1818,400,E-Wallet,28678.32,P01,297
1819,530,E-Wallet,6978.91,,355
1820,679,E-Wallet,22559.97,P02,135
1821,536,Cash,28468.16,P02,218
1822,77,Credit Card,11685.24,,253
1823,109,Credit Card,14319.39,P01,120
1824,871,Cash,5226.11,P02,46
1825,903,E-Wallet,7950.4,P02,113
1826,241,Credit Card,41059.86,,19
1827,444,E-Wallet,39051.57,P02,298
1828,889,Cash,34411.76,P01,49
1829,598,E-Wallet,17655.6,P02,67
1830,279,E-Wallet,44689.47,P02,365
1831,477,Cash,27815.54,P02,119
1832,601,E-Wallet,20990.95,P02,145
1833,997,E-Wallet,21652.22,,213
1834,12,E-Wallet,37761.34,P02,279
1835,661,Cash,30247.77,P01,31
1836,237,Credit Card,38018.67,,156
1837,655,E-Wallet,8442.29,,347
1838,868,E-Wallet,41223.12,P01,188
1839,745,Cash,26904.64,,147
1840,764,E-Wallet,34579.96,,16
1841,625,Credit Card,13468.84,P02,100
1842,748,Credit Card,49078.97,P01,287
1843,304,E-Wallet,47575.79,P01,89
1844,229,Cash,24532.95,P02,322
1845,512,E-Wallet,26236.69,P02,195
1846,694,E-Wallet,34434.73,P02,326
1847,573,E-Wallet,40443.54,P02,106
1848,981,Cash,5758.94,P02,214
1849,473,E-Wallet,47320.43,,98
1850,837,E-Wallet,40806.59,P02,291
1851,493,Cash,18388.49,,303
1852,159,Cash,39509.34,P01,98
1853,133,Credit Card,24388.75,P01,340
1854,135,Cash,9745.13,,326
1855,212,Credit Card,5331.06,P02,50
1856,484,E-Wallet,17609.97,P01,358
1857,557,Cash,27990.54,P01,213
1858,208,E-Wallet,36158.17,P02,81
1859,396,Cash,13154.05,P02,182
1860,808,E-Wallet,11464.64,P01,120
1861,918,E-Wallet,9854.36,,272
1862,499,Credit Card,44388.6,P02,40
1863,306,E-Wallet,24484.31,P02,102
1864,369,E-Wallet,18017.42,P01,100
1865,749,Credit Card,46950.3,P01,333
1866,152,Credit Card,33144.51,P02,343
1867,906,E-Wallet,49704.02,,38
1868,798,Cash,18107.83,P02,204
1869,148,Cash,36144.92,P02,330
1870,320,E-Wallet,42755.11,P02,262
1871,657,E-Wallet,38093.39,P01,177
1872,615,E-Wallet,45756.35,P02,314
1873,409,Cash,12274.05,P01,62
1874,125,Credit Card,36980.31,P02,119
1875,215,Credit Card,26253.66,P01,256
1876,414,Cash,26538.03,,67
1877,931,Credit Card,23112.05,,127
1878,410,Cash,15430.11,,181
1879,23,Credit Card,43069.66,P01,281
1880,151,E-Wallet,31527.0,P01,158
1881,523,E-Wallet,24792.04,P02,57
1882,739,Cash,43244.92,P01,178
1883,829,Cash,18759.36,,268
1884,573,E-Wallet,28063.68,P02,29
1885,306,E-Wallet,9379.96,P02,66
1886,980,Credit Card,43306.84,,139
1887,77,Credit Card,35465.7,P02,78
1888,273,E-Wallet,47529.89,,92
1889,608,Credit Card,38982.6,,4
1890,339,Cash,30139.63,P02,199
1891,106,Cash,15563.84,P02,10
1892,700,E-Wallet,49112.56,P02,110
1893,153,Cash,27870.0,P02,117
1894,282,Cash,35223.0,P02,185
1895,228,Cash,34386.27,P02,349
1896,355,E-Wallet,22033.62,,284
1897,163,Cash,29068.73,P02,210
1898,534,Credit Card,8588.84,P02,153
1899,755,Cash,43508.55,,280
1900,9,E-Wallet,13309.73,P01,264
1901,126,Cash,12625.69,P01,279
1902,370,Credit Card,45057.55,P01,108
1903,182,E-Wallet,16180.8,P01,208
1904,374,E-Wallet,27288.72,,149
1905,158,Credit Card,8879.94,P01,159
1906,509,Credit Card,15432.83,P02,244
1907,870,Credit Card,25517.27,,24
1908,808,E-Wallet,47152.99,P01,307
1909,327,Cash,7111.64,P01,68
1910,496,Credit Card,33852.48,,149
1911,593,Cash,7553.65,P01,194
1912,904,E-Wallet,27173.38,P02,23
1913,313,Credit Card,41608.33,P02,252
1914,973,Credit Card,11387.9,P01,343
1915,521,Credit Card,16041.36,P01,36
1916,739,Cash,47245.63,,322
1917,770,Credit Card,12066.38,P01,327
1918,323,E-Wallet,16493.6,P02,90
1919,209,Credit Card,27689.58,P01,42
1920,562,Cash,21875.34,P01,58
1921,936,Cash,14657.96,P02,85
1922,219,Cash,48871.88,P01,154
1923,675,Cash,5070.8,,290
1924,2,Credit Card,40944.9,P01,267
1925,883,Cash,40786.32,P01,261
1926,190,Credit Card,33421.86,P02,262
1927,558,E-Wallet,48800.57,,290
1928,589,E-Wallet,45583.08,P02,90
1929,439,E-Wallet,29483.68,P01,65
1930,300,E-Wallet,28759.04,P02,132
1931,762,Cash,40331.96,,144
1932,987,Credit Card,33022.36,,180
1933,83,Cash,37946.14,,102
1934,317,E-Wallet,6152.57,P01,188
1935,975,Cash,37059.02,,147
1936,224,Credit Card,18549.42,,72
1937,182,Cash,39955.31,P01,243
1938,17,Cash,30440.8,P01,73
1939,460,E-Wallet,26743.13,P02,285
1940,277,Credit Card,36592.65,P02,313
1941,283,E-Wallet,6204.07,P02,185
1942,289,E-Wallet,37722.83,P01,241
1943,990,E-Wallet,28368.95,P01,6
1944,841,E-Wallet,5828.7,,355
1945,388,E-Wallet,31988.17,,234
1946,619,E-Wallet,18419.94,,288
1947,646,Cash,11984.75,P02,51
1948,659,Credit Card,31952.0,,161
1949,327,Cash,7270.69,P02,349
1950,772,Credit Card,22980.68,P01,302
1951,426,E-Wallet,33940.18,,133
1952,267,Cash,17432.3,P01,297
1953,350,E-Wallet,32031.51,,204
1954,117,Credit Card,29132.75,,261
1955,60,Cash,48997.8,,29
1956,752,E-Wallet,32283.91,P01,39
1957,354,Cash,44770.11,P01,278
1958,32,Cash,14508.97,P02,93
1959,446,E-Wallet,29844.91,,271
1960,945,Cash,40614.12,,14
1961,225,Cash,41756.39,P02,350
1962,317,Credit Card,22439.24,,217
1963,922,E-Wallet,30458.46,P01,267
1964,51,Cash,12139.27,P02,232
1965,383,Cash,45204.23,,203
1966,763,Cash,13448.5,P02,365
1967,800,Credit Card,6975.73,P02,292
1968,4,Credit Card,20592.95,P02,177
1969,908,Cash,41190.63,P01,153
1970,463,Cash,33797.52,P01,190
1971,671,Credit Card,16342.5,P02,323
1972,901,Credit Card,8217.93,P01,235
1973,32,E-Wallet,12596.9,,24
1974,704,E-Wallet,35763.02,P02,82
1975,341,Credit Card,24368.75,P02,283
1976,19,E-Wallet,25302.37,P02,269
1977,162,E-Wallet,30516.76,,266
1978,752,Credit Card,29082.0,P02,72
1979,333,Cash,34705.45,P01,235
1980,400,Credit Card,30547.23,P01,161
1981,232,Credit Card,15526.23,,272
1982,626,E-Wallet,38733.24,P02,176
1983,668,Cash,22819.34,P01,195
1984,831,E-Wallet,36032.79,P01,4
1985,26,E-Wallet,34451.91,P02,119
1986,354,Cash,16419.52,,94
1987,157,E-Wallet,25083.07,P01,29
1988,645,Credit Card,12743.18,P01,231
1989,334,Cash,13787.88,P02,24
1990,614,E-Wallet,34551.66,P02,183
1991,575,Cash,28358.07,P01,296
1992,830,Cash,19219.36,P01,42
1993,710,Cash,8914.03,P01,246
1994,444,Cash,18795.93,P02,108
1995,234,Credit Card,42622.6,,233
1996,8,Cash,28315.62,P01,225
1997,674,Credit Card,40989.33,,193
1998,576,Credit Card,18056.66,,285
1999,765,E-Wallet,36112.44,P01,63
2000,792,Credit Card,41487.4,,293
2001,749,E-Wallet,47036.0,P02,38
2002,805,Cash,13897.03,P02,70
2003,520,Credit Card,45764.78,P01,209
2004,613,Credit Card,13579.9,P01,135
2005,39,Cash,26054.41,,14
2006,967,E-Wallet,20219.63,,274
2007,101,Credit Card,18167.67,P01,11
2008,108,Cash,18904.74,,175
2009,620,E-Wallet,40593.61,P02,228
2010,308,Cash,20466.12,,31
2011,268,Credit Card,22334.81,P01,187
2012,612,E-Wallet,48907.59,P02,121
2013,701,E-Wallet,41436.1,P02,21
2014,361,E-Wallet,9155.56,P01,253
2015,219,E-Wallet,27842.87,,318
2016,696,Cash,35247.1,P02,246
2017,824,Credit Card,13394.46,,301
2018,200,Credit Card,49678.94,P02,22
2019,673,Cash,11369.22,P01,67
2020,724,Cash,48692.36,P02,214
2021,613,Cash,48441.94,P02,139
2022,762,Cash,18001.85,P02,203
2023,446,Cash,9071.97,P01,21
2024,828,Cash,32741.19,P02,123
2025,74,Credit Card,46250.63,P02,334
2026,682,Credit Card,32243.89,P01,251
2027,718,E-Wallet,34001.24,P01,11
2028,56,Credit Card,36853.04,P02,68
2029,210,Credit Card,9785.58,P02,330
2030,312,E-Wallet,36113.45,P02,287
2031,571,Credit Card,6980.46,P02,191
2032,44,Credit Card,6661.76,P02,330
2033,367,Credit Card,49865.5,P01,17
2034,44,Credit Card,31038.11,P02,187
2035,165,Cash,28938.05,P02,84
2036,420,E-Wallet,24447.01,,276
2037,715,Credit Card,11637.63,P01,30
2038,733,Credit Card,40680.93,P02,131
2039,266,Credit Card,39330.67,P01,314
2040,100,Credit Card,33454.47,P02,133
2041,516,Cash,37397.99,P01,118
2042,50,Cash,43864.96,,290
2043,339,Credit Card,10179.78,P02,252
2044,219,Credit Card,18935.77,P01,84
2045,505,E-Wallet,39287.78,P01,365
2046,653,Cash,40925.13,,51
2047,849,E-Wallet,32692.27,P02,359
2048,847,Credit Card,36981.35,,21
2049,202,E-Wallet,13463.94,P02,86
2050,76,Cash,48943.69,P02,273
2051,910,Cash,31152.05,P02,307
2052,330,E-Wallet,19916.16,,94
2053,508,Credit Card,49553.52,,120
2054,548,E-Wallet,47409.48,,91
2055,27,E-Wallet,11552.6,P01,231
2056,506,Cash,21427.39,P02,226
2057,541,Credit Card,34576.5,,122
2058,466,Credit Card,30966.96,P02,59
2059,383,E-Wallet,22517.69,P02,46
2060,621,Cash,7281.09,,100
2061,305,E-Wallet,20504.4,,173
2062,250,E-Wallet,30599.7,P01,166
2063,492,Cash,16691.76,P02,193
2064,684,E-Wallet,38473.37,P01,69
2065,395,Credit Card,28656.36,,228
2066,986,E-Wallet,26745.86,P02,38
2067,510,E-Wallet,12407.68,,37
2068,456,E-Wallet,28671.82,,87
2069,674,E-Wallet,12579.83,P02,225
2070,820,Cash,7949.52,,12
2071,787,Credit Card,36625.52,P02,29
2072,197,E-Wallet,11522.97,,172
2073,244,Credit Card,23743.17,P02,357
2074,574,E-Wallet,19187.22,P01,95
2075,397,Cash,25697.38,P02,33
2076,377,E-Wallet,5673.07,P01,324
2077,604,Credit Card,37466.24,P01,141
2078,604,Credit Card,8497.98,P02,306
2079,39,E-Wallet,38915.69,,5
2080,579,Cash,28190.61,P02,238
2081,680,Cash,48894.33,P02,230
2082,432,E-Wallet,13008.98,P01,228
2083,507,E-Wallet,45634.11,,152
2084,541,Credit Card,16568.86,P01,64
2085,529,E-Wallet,22676.68,P01,31
2086,189,E-Wallet,23283.0,P01,121
2087,106,Credit Card,22949.99,P01,114
2088,977,Cash,45067.86,,222
2089,629,Cash,12110.59,P02,86
2090,677,E-Wallet,15684.73,,303
2091,229,Cash,23533.91,P02,268
2092,272,Credit Card,7085.58,,151
2093,952,Cash,29770.49,P01,214
2094,991,Credit Card,42920.95,P01,59
2095,25,Credit Card,6429.33,P01,19
2096,550,E-Wallet,30674.6,P02,4
2097,712,E-Wallet,45684.54,,240
2098,126,Credit Card,31636.58,P01,337
2099,196,E-Wallet,49878.02,,348
2100,343,E-Wallet,26980.54,P02,343
2101,376,E-Wallet,34847.16,P01,117
2102,83,Credit Card,14003.34,P01,215
2103,259,Credit Card,46182.03,,113
2104,800,Credit Card,14112.49,P01,298
2105,617,Cash,48378.17,P01,55
2106,205,Cash,15602.55,P02,101
2107,756,E-Wallet,24639.94,P01,340
2108,316,Cash,22647.11,P02,271
2109,594,Cash,49250.99,,307
2110,806,E-Wallet,44453.86,P01,302
2111,155,E-Wallet,24944.1,P01,203
2112,441,Credit Card,31348.14,P02,173
2113,479,E-Wallet,14542.59,,9
2114,139,Credit Card,7981.84,P01,30
2115,535,Credit Card,33567.94,P02,78
2116,697,E-Wallet,11220.83,,79
2117,527,Credit Card,10330.71,P01,306
2118,857,Cash,38823.21,P01,71
2119,345,E-Wallet,20123.68,P02,170
2120,125,E-Wallet,27788.39,P02,302
2121,742,E-Wallet,39591.19,,83
2122,186,E-Wallet,25601.5,,344
2123,710,E-Wallet,21460.27,P01,289
2124,355,Cash,7237.47,P01,197
2125,183,Credit Card,20629.89,,275
2126,996,Cash,12835.36,,22
2127,321,Credit Card,41901.65,P01,36
2128,903,Cash,16488.2,P01,273
2129,619,E-Wallet,24081.51,P02,135
2130,973,Credit Card,9439.34,P02,13
2131,423,Cash,16195.98,P02,231
2132,278,E-Wallet,40975.86,,106
2133,572,Cash,18586.36,P02,56
2134,361,Credit Card,19549.39,,125
2135,487,Cash,45434.49,P01,149
